time,pace,bass,drum,vocal,other,loudness_momentary,loudness_short_term,section
0.00,10.79,0.0,0.0,0.201,0.364,,,
0.05,10.93,0.0,0.0,0.206,0.486,,,1
0.10,11.0,0.0,0.0,0.252,0.516,-34.32,-34.32,1
0.15,11.98,0.0,0.0,0.328,0.518,-31.74,-31.74,1
0.20,11.14,0.0,0.0,0.635,0.548,-31.74,-31.74,1
0.25,13.11,0.0,0.0,0.777,0.542,-31.74,-31.74,1
0.30,13.06,0.0,0.0,0.755,0.521,-18.89,-18.89,1
0.35,14.11,0.0,0.0,0.73,0.516,-18.42,-18.42,1
0.40,13.69,0.0,0.0,0.739,0.508,-18.42,-18.42,1
0.45,14.52,0.0,0.0,0.73,0.502,-18.42,-18.42,1
0.50,14.6,0.0,0.0,0.605,0.504,-17.31,-18.25,1
0.55,14.74,0.0,0.0,0.474,0.524,-17.29,-18.97,1
0.60,14.25,0.0,0.0,0.538,0.528,-17.29,-18.97,1
0.65,14.52,0.0,0.0,0.634,0.536,-19.23,-19.08,1
0.70,14.36,0.0,0.0,0.719,0.543,-19.23,-19.08,1
0.75,14.21,0.0,0.0,0.75,0.54,-18.47,-18.45,1
0.80,13.43,0.0,0.0,0.731,0.543,-18.47,-18.45,1
0.85,13.62,0.0,0.0,0.694,0.543,-18.34,-18.29,1
0.90,13.78,0.0,0.0,0.642,0.528,-18.34,-18.29,1
0.95,14.28,0.0,0.0,0.689,0.528,-17.66,-18.4,1
1.00,13.3,0.0,0.0,0.676,0.53,-17.66,-18.4,1
1.05,13.99,0.0,0.0,0.533,0.523,-18.2,-18.74,1
1.10,13.73,0.0,0.0,0.441,0.527,-18.2,-18.74,1
1.15,14.28,0.0,0.0,0.57,0.529,-20.24,-18.97,1
1.20,13.37,0.0,0.0,0.703,0.533,-20.24,-18.97,1
1.25,13.43,0.0,0.0,0.73,0.532,-20.24,-18.97,1
1.30,13.84,0.0,0.0,0.722,0.533,-20.16,-18.79,1
1.35,14.2,0.0,0.0,0.725,0.533,-19.47,-18.68,1
1.40,13.81,0.0,0.0,0.709,0.53,-19.47,-18.68,1
1.45,13.96,0.0,0.0,0.634,0.526,-18.28,-18.61,1
1.50,13.75,0.0,0.0,0.71,0.526,-18.28,-18.61,1
1.55,14.23,0.0,0.0,0.756,0.519,-18.28,-18.61,1
1.60,12.64,0.0,0.0,0.721,0.522,-16.64,-18.26,1
1.65,13.06,0.0,0.0,0.639,0.517,-17.08,-18.32,1
1.70,12.73,0.0,0.0,0.521,0.528,-17.08,-18.32,1
1.75,12.88,0.0,0.0,0.567,0.525,-17.08,-18.32,1
1.80,12.61,0.0,0.0,0.67,0.538,-17.79,-18.47,1
1.85,13.16,0.0,0.0,0.686,0.552,-17.88,-18.45,1
1.90,12.57,0.0,0.0,0.631,0.557,-17.88,-18.45,1
1.95,13.39,0.0,0.0,0.569,0.561,-20.32,-18.6,1
2.00,12.39,0.0,0.0,0.6,0.566,-20.32,-18.6,1
2.05,12.85,0.0,0.0,0.678,0.578,-20.02,-18.6,1
2.10,13.54,0.0,0.0,0.691,0.584,-20.02,-18.6,1
2.15,13.78,0.0,0.0,0.674,0.584,-20.02,-18.6,1
2.20,13.21,0.0,0.0,0.672,0.593,-18.98,-18.56,1
2.25,13.63,0.0,0.0,0.667,0.588,-18.98,-18.56,1
2.30,13.22,0.0,0.0,0.636,0.594,-19.36,-18.59,1
2.35,13.17,0.0,0.0,0.607,0.595,-19.06,-18.67,1
2.40,13.15,0.0,0.0,0.666,0.602,-19.06,-18.67,1
2.45,12.84,0.0,0.0,0.68,0.602,-18.91,-18.65,1
2.50,12.36,0.0,0.0,0.673,0.596,-18.91,-18.65,1
2.55,12.92,0.0,0.0,0.684,0.597,-18.3,-18.51,1
2.60,12.38,0.0,0.0,0.701,0.614,-18.3,-18.51,1
2.65,13.37,0.0,0.0,0.69,0.624,-17.37,-18.39,1
2.70,12.78,0.0,0.0,0.674,0.624,-17.37,-18.39,1
2.75,13.25,0.0,0.0,0.553,0.616,-17.37,-18.39,1
2.80,13.1,0.0,0.0,0.449,0.609,-17.49,-18.48,1
2.85,13.22,0.0,0.0,0.421,0.609,-18.17,-18.58,1
2.90,13.22,0.0,0.0,0.393,0.598,-18.17,-18.58,1
2.95,13.46,0.0,0.0,0.291,0.597,-20.05,-18.69,1
3.00,13.22,0.0,0.0,0.225,0.614,-20.05,-18.69,1
3.05,13.62,0.0,0.0,0.201,0.643,-23.05,-18.64,1
3.10,13.04,0.0,0.0,0.186,0.65,-23.05,-18.64,1
3.15,13.63,0.0,0.0,0.171,0.639,-22.11,-18.53,1
3.20,13.03,0.0,0.0,0.17,0.626,-22.11,-18.53,1
3.25,13.08,0.0,0.0,0.172,0.61,-22.11,-18.53,1
3.30,13.02,0.0,0.0,0.182,0.596,-22.02,-18.87,1
3.35,13.08,0.0,0.0,0.195,0.599,-21.79,-19.04,1
3.40,13.16,0.0,0.0,0.216,0.616,-21.79,-19.04,1
3.45,13.23,0.0,0.0,0.237,0.622,-21.59,-19.16,1
3.50,13.03,0.0,0.0,0.233,0.609,-21.59,-19.16,1
3.55,13.65,0.0,0.0,0.262,0.608,-22.72,-19.12,1
3.60,13.78,0.0,0.0,0.432,0.609,-22.72,-19.12,1
3.65,13.77,0.0,0.0,0.678,0.615,-20.33,-18.99,1
3.70,13.27,0.0,0.0,0.751,0.625,-20.33,-18.99,1
3.75,13.63,0.0,0.0,0.738,0.625,-17.62,-18.9,1
3.80,13.11,0.0,0.0,0.683,0.616,-17.62,-18.9,1
3.85,13.44,0.0,0.0,0.632,0.612,-17.43,-19.0,1
3.90,13.18,0.0,0.0,0.686,0.617,-17.43,-19.0,1
3.95,12.97,0.0,0.0,0.722,0.618,-16.22,-18.82,1
4.00,12.93,0.0,0.0,0.725,0.613,-16.22,-18.82,1
4.05,13.0,0.0,0.0,0.699,0.617,-16.22,-18.82,1
4.10,12.68,0.0,0.0,0.667,0.616,-15.79,-18.51,1
4.15,12.8,0.0,0.0,0.715,0.624,-16.18,-18.28,1
4.20,12.41,0.0,0.0,0.707,0.615,-16.18,-18.28,1
4.25,12.73,0.0,0.0,0.613,0.595,-16.11,-18.37,1
4.30,12.52,0.0,0.0,0.554,0.583,-16.11,-18.37,1
4.35,12.54,0.0,0.0,0.694,0.591,-16.68,-18.39,1
4.40,12.65,0.0,0.0,0.755,0.587,-16.68,-18.39,1
4.45,12.84,0.0,0.0,0.749,0.579,-16.91,-18.29,1
4.50,12.67,0.0,0.0,0.738,0.594,-16.91,-18.29,1
4.55,12.46,0.0,0.0,0.712,0.606,-17.01,-18.35,1
4.60,12.83,0.0,0.0,0.677,0.605,-17.01,-18.35,1
4.65,12.48,0.0,0.0,0.651,0.599,-16.49,-18.25,1
4.70,12.15,0.0,0.0,0.739,0.597,-16.49,-18.25,1
4.75,12.25,0.0,0.0,0.761,0.585,-15.27,-17.89,1
4.80,12.11,0.0,0.0,0.744,0.578,-15.27,-17.89,1
4.85,12.22,0.0,0.0,0.716,0.578,-15.41,-17.82,1
4.90,11.57,0.0,0.0,0.553,0.594,-15.41,-17.82,1
4.95,11.94,0.0,0.0,0.491,0.596,-16.12,-17.79,1
5.00,11.66,0.0,0.0,0.636,0.611,-16.12,-17.79,1
5.05,11.87,0.0,0.0,0.707,0.634,-15.98,-17.7,1
5.10,11.4,0.0,0.0,0.703,0.623,-15.98,-17.7,1
5.15,11.71,0.0,0.0,0.726,0.62,-16.77,-17.6,1
5.20,11.57,0.0,0.0,0.708,0.607,-16.77,-17.6,1
5.25,11.81,0.0,0.0,0.584,0.59,-17.29,-17.58,1
5.30,11.58,0.0,0.0,0.726,0.587,-17.29,-17.58,1
5.35,11.68,0.0,0.0,0.769,0.573,-15.98,-17.37,1
5.40,11.4,0.0,0.0,0.743,0.577,-15.98,-17.37,1
5.45,11.72,0.0,0.0,0.693,0.591,-16.03,-17.31,1
5.50,11.39,0.0,0.0,0.539,0.601,-16.03,-17.31,1
5.55,11.77,0.0,0.0,0.61,0.607,-16.99,-17.43,1
5.60,11.35,0.0,0.0,0.72,0.612,-16.99,-17.43,1
5.65,11.65,0.0,0.0,0.7,0.606,-16.27,-17.41,1
5.70,11.31,0.0,0.0,0.647,0.599,-16.27,-17.41,1
5.75,11.89,0.0,0.0,0.706,0.61,-16.85,-17.28,1
5.80,11.51,0.0,0.0,0.736,0.623,-16.85,-17.28,1
5.85,11.9,0.0,0.0,0.737,0.639,-16.13,-17.03,1
5.90,11.82,0.0,0.0,0.728,0.631,-16.13,-17.03,1
5.95,11.94,0.0,0.0,0.699,0.625,-15.44,-16.87,1
6.00,11.78,0.0,0.0,0.623,0.624,-15.44,-16.87,1
6.05,12.18,0.0,0.0,0.518,0.604,-16.34,-16.87,1
6.10,12.15,0.0,0.0,0.421,0.582,-16.34,-16.87,1
6.15,11.93,0.0,0.0,0.351,0.579,-17.38,-16.92,1
6.20,12.12,0.0,0.0,0.311,0.607,-17.38,-16.92,1
6.25,11.94,0.0,0.0,0.282,0.604,-20.1,-16.93,1
6.30,11.74,0.0,0.0,0.261,0.592,-20.1,-16.93,1
6.35,11.99,0.0,0.0,0.247,0.584,-23.63,-16.94,1
6.40,11.64,0.0,0.0,0.239,0.585,-23.63,-16.94,1
6.45,12.03,0.0,0.0,0.247,0.604,-24.31,-16.96,1
6.50,11.58,0.0,0.0,0.266,0.631,-24.31,-16.96,1
6.55,12.1,0.0,0.0,0.455,0.646,-21.31,-16.86,1
6.60,11.47,0.0,0.0,0.762,0.643,-21.31,-16.86,1
6.65,12.43,0.0,0.0,0.791,0.635,-16.02,-16.5,1
6.70,12.23,0.0,0.0,0.737,0.624,-16.02,-16.5,1
6.75,12.03,0.0,0.0,0.636,0.6,-15.81,-16.69,1
6.80,12.1,0.0,0.0,0.585,0.595,-15.81,-16.69,1
6.85,11.49,0.0,0.0,0.735,0.603,-14.69,-16.52,1
6.90,11.84,0.0,0.0,0.782,0.608,-14.69,-16.52,1
6.95,11.49,0.0,0.0,0.77,0.61,-13.51,-16.31,1
7.00,10.96,0.0,0.0,0.73,0.608,-13.51,-16.31,1
7.05,10.69,0.0,0.0,0.738,0.61,-14.81,-16.33,1
7.10,10.83,0.0,0.0,0.749,0.625,-14.81,-16.33,1
7.15,10.63,0.0,0.0,0.731,0.625,-14.2,-16.33,1
7.20,10.14,0.0,0.0,0.711,0.626,-14.2,-16.33,1
7.25,10.16,0.0,0.0,0.688,0.622,-14.77,-16.3,1
7.30,10.12,0.0,0.0,0.638,0.608,-14.77,-16.3,1
7.35,10.25,0.0,0.0,0.609,0.605,-16.79,-16.33,1
7.40,10.1,0.0,0.0,0.563,0.603,-16.79,-16.33,1
7.45,10.14,0.0,0.0,0.498,0.594,-18.02,-16.45,1
7.50,10.6,0.0,0.0,0.519,0.594,-18.02,-16.45,1
7.55,10.5,0.0,0.0,0.543,0.605,-19.4,-16.54,1
7.60,10.62,0.0,0.0,0.545,0.606,-19.4,-16.54,1
7.65,10.37,0.0,0.0,0.56,0.601,-19.19,-16.56,1
7.70,10.57,0.0,0.0,0.6,0.599,-19.19,-16.56,1
7.75,10.28,0.0,0.0,0.661,0.587,-18.75,-16.75,1
7.80,10.34,0.0,0.0,0.661,0.575,-18.75,-16.75,1
7.85,10.09,0.0,0.0,0.568,0.576,-18.64,-16.85,1
7.90,10.26,0.0,0.0,0.626,0.575,-18.64,-16.85,1
7.95,10.05,0.0,0.0,0.748,0.578,-17.28,-16.7,1
8.00,9.81,0.0,0.0,0.752,0.573,-17.28,-16.7,1
8.05,9.98,0.0,0.0,0.714,0.578,-16.76,-16.67,1
8.10,9.9,0.0,0.0,0.701,0.584,-16.76,-16.67,1
8.15,9.9,0.0,0.0,0.69,0.588,-16.49,-16.72,1
8.20,10.1,0.0,0.0,0.672,0.585,-16.49,-16.72,1
8.25,10.18,0.0,0.0,0.734,0.589,-15.19,-16.54,1
8.30,10.31,0.0,0.0,0.742,0.587,-15.19,-16.54,1
8.35,10.47,0.0,0.0,0.702,0.583,-15.31,-16.58,1
8.40,10.48,0.0,0.0,0.665,0.571,-15.31,-16.58,1
8.45,10.69,0.0,0.0,0.707,0.57,-15.61,-16.6,1
8.50,10.46,0.0,0.0,0.738,0.579,-15.61,-16.6,1
8.55,10.83,0.0,0.0,0.729,0.573,-15.11,-16.43,1
8.60,10.61,0.0,0.0,0.694,0.569,-15.11,-16.43,1
8.65,11.0,0.0,0.0,0.556,0.56,-16.45,-16.56,1
8.70,10.57,0.0,0.0,0.496,0.559,-16.45,-16.56,1
8.75,10.77,0.0,0.0,0.499,0.553,-17.48,-16.66,1
8.80,10.71,0.0,0.0,0.524,0.547,-17.48,-16.66,1
8.85,10.92,0.0,0.0,0.54,0.56,-18.07,-16.84,1
8.90,10.55,0.0,0.0,0.566,0.56,-18.07,-16.84,1
8.95,10.83,0.0,0.0,0.582,0.551,-20.1,-16.94,1
9.00,10.69,0.0,0.0,0.621,0.529,-20.1,-16.94,1
9.05,10.69,0.0,0.0,0.707,0.593,-18.52,-16.81,1
9.10,10.66,0.0,0.0,0.722,0.645,-18.52,-16.81,1
9.15,10.72,0.0,0.0,0.712,0.649,-16.64,-16.57,1
9.20,10.68,0.0,0.0,0.72,0.653,-16.64,-16.57,1
9.25,10.77,0.0,0.0,0.724,0.645,-15.34,-16.33,1
9.30,10.57,0.0,0.0,0.707,0.628,-15.34,-16.33,1
9.35,10.85,0.0,0.0,0.663,0.63,-15.06,-16.23,1
9.40,10.64,0.0,0.0,0.68,0.635,-15.06,-16.23,1
9.45,10.94,0.0,0.0,0.706,0.627,-14.44,-16.0,1
9.50,10.34,0.0,0.0,0.721,0.622,-14.44,-16.0,1
9.55,10.76,0.0,0.0,0.701,0.615,-15.05,-15.98,1
9.60,10.21,0.0,0.0,0.676,0.61,-15.05,-15.98,1
9.65,10.56,0.0,0.0,0.649,0.609,-16.19,-16.35,1
9.70,10.09,0.0,0.0,0.561,0.593,-16.19,-16.35,1
9.75,10.47,0.0,0.0,0.66,0.604,-16.37,-16.31,1
9.80,10.12,0.0,0.0,0.727,0.61,-16.37,-16.31,1
9.85,10.68,0.0,0.0,0.742,0.605,-16.37,-16.25,1
9.90,10.62,0.0,0.0,0.74,0.614,-16.37,-16.25,1
9.95,10.66,0.0,0.0,0.728,0.621,-15.6,-16.39,1
10.00,10.91,0.0,0.0,0.65,0.612,-15.6,-16.39,1
10.05,10.87,0.0,0.0,0.633,0.6,-15.55,-16.49,1
10.10,10.83,0.0,0.0,0.64,0.592,-15.55,-16.49,1
10.15,10.9,0.0,0.0,0.616,0.573,-15.85,-16.62,1
10.20,11.0,0.0,0.0,0.619,0.589,-15.85,-16.62,1
10.25,10.88,0.0,0.0,0.731,0.644,-16.27,-16.5,1
10.30,11.16,0.0,0.0,0.758,0.665,-16.27,-16.5,1
10.35,10.99,0.0,0.0,0.743,0.655,-15.35,-16.19,1
10.40,10.8,0.0,0.0,0.731,0.645,-15.35,-16.19,1
10.45,11.25,0.0,0.0,0.719,0.625,-14.36,-15.98,1
10.50,11.07,0.0,0.0,0.702,0.605,-14.36,-15.98,1
10.55,11.07,0.0,0.0,0.679,0.602,-14.09,-15.94,1
10.60,10.97,0.0,0.0,0.646,0.619,-14.09,-15.94,1
10.65,11.15,0.0,0.0,0.631,0.636,-14.62,-15.95,1
10.70,10.98,0.0,0.0,0.644,0.638,-14.62,-15.95,1
10.75,11.0,0.0,0.0,0.724,0.633,-16.15,-15.93,1
10.80,10.83,0.0,0.0,0.753,0.632,-16.15,-15.93,1
10.85,11.23,0.0,0.005,0.757,0.629,-15.66,-15.68,1
10.90,10.82,0.0,0.014,0.75,0.631,-15.66,-15.68,1
10.95,10.91,0.0,0.015,0.757,0.633,-13.83,-15.45,1
11.00,11.25,0.0,0.018,0.744,0.626,-13.83,-15.45,1
11.05,11.27,0.0,0.03,0.69,0.61,-13.54,-15.45,1
11.10,10.98,0.0,0.038,0.703,0.628,-13.54,-15.45,1
11.15,11.2,0.0,0.047,0.761,0.65,-12.65,-15.26,1
11.20,11.15,0.0,0.056,0.73,0.641,-12.65,-15.26,1
11.25,11.33,0.0,0.042,0.646,0.618,-13.43,-15.37,1
11.30,10.94,0.0,0.055,0.661,0.628,-13.43,-15.37,1
11.35,11.07,0.0,0.061,0.662,0.628,-14.8,-15.38,1
11.40,10.96,0.0,0.085,0.685,0.617,-14.8,-15.38,1
11.45,11.32,0.0,0.079,0.75,0.605,-14.32,-15.26,1
11.50,11.05,0.0,0.087,0.763,0.594,-14.32,-15.26,1
11.55,11.27,0.0,0.091,0.751,0.588,-14.96,-15.24,1
11.60,10.79,0.0,0.107,0.706,0.586,-14.96,-15.24,1
11.65,10.92,0.0,0.1,0.619,0.594,-15.18,-15.21,1
11.70,10.62,0.0,0.12,0.59,0.618,-15.18,-15.21,1
11.75,10.61,0.0,0.136,0.584,0.629,-15.17,-15.14,1
11.80,10.54,0.0,0.155,0.535,0.614,-15.17,-15.14,1
11.85,10.62,0.0,0.151,0.452,0.585,-16.93,-15.17,1
11.90,10.51,0.0,0.163,0.414,0.571,-16.93,-15.17,1
11.95,10.49,0.0,0.165,0.413,0.566,-19.54,-15.22,1
12.00,10.24,0.0,0.178,0.524,0.555,-19.54,-15.22,1
12.05,10.22,0.0,0.178,0.743,0.578,-17.71,-15.16,1
12.10,10.14,0.0,0.196,0.772,0.582,-17.71,-15.16,1
12.15,10.18,0.0,0.183,0.75,0.579,-16.62,-15.13,1
12.20,9.9,0.0,0.193,0.706,0.564,-16.62,-15.13,1
12.25,9.85,0.0,0.205,0.722,0.603,-14.73,-15.09,1
12.30,10.03,0.0,0.228,0.729,0.632,-14.73,-15.09,1
12.35,9.93,0.0,0.233,0.715,0.618,-14.08,-15.07,1
12.40,9.6,0.0,0.234,0.711,0.599,-14.08,-15.07,1
12.45,9.72,0.0,0.211,0.716,0.577,-13.98,-15.08,1
12.50,9.71,0.0,0.24,0.703,0.555,-13.98,-15.08,1
12.55,9.68,0.0,0.257,0.641,0.553,-14.94,-15.12,1
12.60,9.51,0.0,0.26,0.484,0.555,-14.94,-15.12,1
12.65,9.74,0.0,0.268,0.419,0.557,-16.92,-15.16,1
12.70,9.58,0.0,0.273,0.415,0.558,-16.92,-15.16,1
12.75,9.98,0.0,0.263,0.638,0.559,-16.81,-15.11,1
12.80,9.57,0.0,0.283,0.78,0.592,-16.81,-15.11,1
12.85,9.71,0.0,0.261,0.781,0.604,-14.65,-14.88,1
12.90,9.54,0.0,0.258,0.763,0.604,-14.65,-14.88,1
12.95,9.75,0.0,0.268,0.767,0.605,-12.84,-14.68,1
13.00,9.48,0.0,0.296,0.756,0.598,-12.84,-14.68,1
13.05,9.7,0.0,0.306,0.75,0.589,-11.61,-14.44,1
13.10,9.61,0.0,0.319,0.709,0.573,-11.61,-14.44,1
13.15,9.67,0.0,0.313,0.655,0.568,-11.38,-14.31,1
13.20,9.44,0.0,0.322,0.589,0.546,-11.38,-14.31,1
13.25,9.87,0.0,0.314,0.538,0.54,-12.86,-14.4,1
13.30,9.42,0.0,0.325,0.666,0.591,-12.86,-14.4,1
13.35,10.0,0.0,0.311,0.761,0.635,-13.3,-14.39,1
13.40,9.99,0.0,0.32,0.755,0.643,-13.3,-14.39,1
13.45,10.92,0.0,0.313,0.707,0.635,-13.85,-14.37,1
13.50,11.1,0.0,0.327,0.735,0.652,-13.85,-14.37,1
13.55,10.5,0.0,0.341,0.76,0.654,-13.05,-14.15,1
13.60,11.29,0.0,0.371,0.735,0.645,-13.05,-14.15,1
13.65,11.39,0.0,0.345,0.714,0.634,-12.14,-14.0,1
13.70,11.11,0.0,0.376,0.744,0.675,-12.14,-14.0,1
13.75,11.28,0.0,0.376,0.755,0.704,-11.61,-13.73,2
13.80,10.78,0.0,0.4,0.742,0.702,-11.61,-13.73,2
13.85,11.11,0.0,0.361,0.726,0.687,-11.37,-13.7,2
13.90,11.13,0.0,0.363,0.752,0.693,-11.37,-13.7,2
13.95,11.3,0.0,0.369,0.76,0.695,-10.99,-13.61,2
14.00,11.04,0.0,0.386,0.749,0.698,-10.99,-13.61,2
14.05,11.06,0.0,0.341,0.737,0.695,-10.7,-13.44,2
14.10,10.72,0.0,0.337,0.741,0.699,-10.7,-13.44,2
14.15,10.87,0.0,0.342,0.739,0.701,-10.8,-13.36,2
14.20,10.93,0.0,0.35,0.748,0.695,-10.8,-13.36,2
14.25,10.59,0.0,0.323,0.743,0.686,-10.79,-13.21,2
14.30,10.55,0.0,0.314,0.73,0.67,-10.79,-13.21,2
14.35,10.85,0.0,0.304,0.724,0.669,-11.57,-13.15,2
14.40,10.41,0.0,0.31,0.721,0.677,-11.57,-13.15,2
14.45,10.54,0.0,0.308,0.71,0.68,-11.83,-13.09,2
14.50,10.26,0.0,0.3,0.701,0.676,-11.83,-13.09,2
14.55,10.29,0.0,0.304,0.687,0.67,-12.54,-13.07,2
14.60,10.17,0.0,0.338,0.689,0.667,-12.54,-13.07,2
14.65,10.12,0.0,0.316,0.681,0.66,-13.05,-12.99,2
14.70,10.17,0.0,0.319,0.637,0.649,-13.05,-12.99,2
14.75,10.33,0.0,0.294,0.671,0.648,-13.15,-12.94,2
14.80,10.03,0.0,0.293,0.728,0.655,-13.15,-12.94,2
14.85,10.17,0.0,0.263,0.745,0.647,-13.31,-12.79,2
14.90,10.24,0.0,0.262,0.743,0.652,-13.31,-12.79,2
14.95,10.37,0.0,0.231,0.743,0.667,-13.15,-12.65,2
15.00,10.23,0.0,0.271,0.737,0.671,-13.15,-12.65,2
15.05,10.56,0.0,0.279,0.748,0.693,-12.56,-12.56,2
15.10,10.33,0.0,0.264,0.744,0.691,-12.56,-12.56,2
15.15,10.49,0.0,0.234,0.74,0.681,-12.05,-12.5,2
15.20,10.51,0.0,0.218,0.718,0.666,-12.05,-12.5,2
15.25,10.73,0.0,0.216,0.713,0.647,-11.94,-12.47,2
15.30,10.51,0.0,0.224,0.709,0.644,-11.94,-12.47,2
15.35,10.61,0.0,0.209,0.712,0.648,-11.95,-12.39,2
15.40,10.54,0.0,0.196,0.723,0.646,-11.95,-12.39,2
15.45,10.68,0.0,0.204,0.74,0.669,-12.1,-12.34,2
15.50,10.64,0.0,0.207,0.735,0.679,-12.1,-12.34,2
15.55,10.5,0.0,0.187,0.742,0.676,-12.2,-12.22,2
15.60,10.37,0.0,0.18,0.745,0.671,-12.2,-12.22,2
15.65,10.67,0.0,0.17,0.758,0.675,-11.88,-12.04,2
15.70,10.36,0.0,0.16,0.755,0.701,-11.88,-12.04,2
15.75,10.23,0.0,0.156,0.755,0.706,-11.5,-11.92,2
15.80,10.27,0.0,0.149,0.742,0.695,-11.5,-11.92,2
15.85,10.17,0.0,0.149,0.727,0.675,-11.47,-11.99,2
15.90,10.18,0.0,0.185,0.727,0.666,-11.47,-11.99,2
15.95,10.15,0.0,0.184,0.725,0.675,-11.63,-12.06,2
16.00,10.03,0.0,0.17,0.696,0.655,-11.63,-12.06,2
16.05,10.14,0.0,0.151,0.694,0.663,-12.3,-12.13,2
16.10,10.31,0.0,0.143,0.719,0.676,-12.3,-12.13,2
16.15,10.1,0.0,0.149,0.742,0.683,-12.15,-12.03,2
16.20,10.08,0.0,0.151,0.733,0.679,-12.15,-12.03,2
16.25,10.44,0.0,0.148,0.735,0.679,-12.15,-12.03,2
16.30,10.29,0.0,0.171,0.728,0.678,-11.84,-11.87,2
16.35,10.24,0.0,0.161,0.718,0.678,-11.68,-11.87,2
16.40,10.15,0.0,0.159,0.701,0.67,-11.68,-11.87,2
16.45,10.4,0.0,0.135,0.694,0.67,-11.68,-11.87,2
16.50,10.14,0.0,0.134,0.676,0.667,-11.43,-11.85,2
16.55,10.39,0.0,0.13,0.671,0.676,-11.43,-11.85,2
16.60,9.93,0.0,0.135,0.659,0.672,-12.0,-11.9,2
16.65,10.24,0.0,0.126,0.65,0.673,-12.54,-11.91,2
16.70,10.0,0.0,0.131,0.662,0.663,-12.54,-11.91,2
16.75,10.3,0.0,0.132,0.712,0.694,-12.54,-11.91,2
16.80,9.85,0.0,0.129,0.711,0.697,-12.27,-11.95,2
16.85,10.04,0.0,0.123,0.714,0.688,-11.81,-11.91,2
16.90,9.86,0.0,0.117,0.709,0.669,-11.81,-11.91,2
16.95,10.04,0.0,0.116,0.738,0.673,-11.81,-11.91,2
17.00,10.1,0.0,0.114,0.764,0.662,-11.49,-11.98,2
17.05,10.14,0.0,0.108,0.765,0.656,-11.49,-11.98,2
17.10,10.19,0.0,0.099,0.767,0.646,-11.13,-11.99,2
17.15,10.26,0.0,0.128,0.75,0.65,-11.44,-12.06,2
17.20,10.15,0.0,0.12,0.722,0.634,-11.44,-12.06,2
17.25,10.26,0.0,0.116,0.731,0.63,-11.44,-12.06,2
17.30,10.13,0.0,0.109,0.747,0.62,-12.09,-12.11,2
17.35,10.34,0.0,0.107,0.742,0.612,-12.46,-12.1,2
17.40,9.91,0.0,0.108,0.744,0.609,-12.46,-12.1,2
17.45,10.09,0.0,0.105,0.748,0.624,-12.46,-12.1,2
17.50,9.95,0.0,0.095,0.741,0.618,-12.97,-12.13,2
17.55,10.06,0.0,0.092,0.745,0.611,-12.97,-12.13,2
17.60,9.73,0.0,0.105,0.742,0.603,-13.12,-12.12,2
17.65,9.91,0.0,0.101,0.741,0.598,-12.93,-12.1,2
17.70,9.73,0.0,0.092,0.716,0.585,-12.93,-12.1,2
17.75,9.72,0.0,0.095,0.68,0.579,-12.93,-12.1,2
17.80,9.67,0.0,0.093,0.698,0.573,-13.44,-12.13,2
17.85,9.89,0.0,0.087,0.752,0.589,-13.46,-12.14,2
17.90,9.78,0.0,0.086,0.741,0.585,-13.46,-12.14,2
17.95,9.8,0.0,0.09,0.722,0.579,-13.46,-12.14,2
18.00,9.51,0.0,0.122,0.695,0.578,-13.7,-12.18,2
18.05,9.64,0.0,0.15,0.68,0.571,-13.7,-12.18,2
18.10,9.62,0.0,0.145,0.634,0.561,-14.43,-12.28,2
18.15,9.67,0.0,0.133,0.587,0.551,-14.88,-12.42,2
18.20,9.77,0.0,0.146,0.576,0.555,-14.88,-12.42,2
18.25,9.87,0.0,0.131,0.563,0.553,-14.88,-12.42,2
18.30,9.77,0.0,0.137,0.549,0.536,-16.4,-12.55,2
18.35,9.91,0.0,0.127,0.539,0.531,-18.24,-12.67,2
18.40,9.75,0.0,0.11,0.591,0.484,-18.24,-12.67,2
18.45,9.94,0.0,0.116,0.682,0.581,-18.24,-12.67,2
18.50,9.86,0.0,0.12,0.675,0.628,-17.76,-12.75,2
18.55,10.03,0.0,0.128,0.671,0.616,-17.76,-12.75,2
18.60,9.62,0.0,0.107,0.637,0.589,-16.17,-12.8,2
18.65,10.03,0.0,0.132,0.678,0.583,-14.99,-12.91,2
18.70,9.81,0.0,0.121,0.746,0.564,-14.99,-12.91,2
18.75,10.0,0.0,0.111,0.747,0.55,-14.99,-12.91,2
18.80,9.84,0.0,0.096,0.732,0.531,-13.89,-13.01,2
18.85,10.03,0.0,0.108,0.729,0.521,-13.92,-13.1,2
18.90,9.87,0.0,0.137,0.716,0.509,-13.92,-13.1,2
18.95,9.82,0.0,0.141,0.706,0.504,-13.92,-13.1,2
19.00,10.11,0.0,0.122,0.732,0.484,-14.24,-13.16,2
19.05,9.94,0.0,0.112,0.739,0.482,-14.24,-13.16,2
19.10,10.02,0.0,0.112,0.748,0.486,-14.33,-13.17,2
19.15,9.94,0.0,0.107,0.748,0.512,-14.14,-13.27,2
19.20,9.7,0.0,0.099,0.738,0.509,-14.14,-13.27,2
19.25,9.92,0.0,0.101,0.733,0.497,-14.14,-13.27,2
19.30,9.96,0.0,0.126,0.729,0.48,-14.02,-13.41,2
19.35,9.67,0.0,0.123,0.729,0.477,-13.72,-13.48,2
