time,pace,bass,drum,vocal,other,loudness_momentary,loudness_short_term,section
46.90,17.0,0.022,0.707,0.557,0.446,-6.46,-6.45,4
46.95,17.04,0.003,0.668,0.517,0.418,-6.78,-6.49,4
47.00,16.82,0.0,0.685,0.533,0.426,-6.78,-6.49,4
47.05,17.04,0.0,0.6,0.506,0.416,-7.06,-6.55,4
47.10,17.07,0.0,0.583,0.524,0.433,-7.06,-6.55,4
47.15,17.19,0.372,0.769,0.502,0.414,-7.16,-6.51,4
47.20,17.16,0.674,0.779,0.477,0.404,-7.16,-6.51,4
47.25,17.38,0.708,0.718,0.47,0.413,-7.16,-6.51,4
47.30,17.15,0.694,0.644,0.467,0.461,-7.76,-6.53,4
47.35,17.39,0.683,0.674,0.45,0.436,-6.82,-6.47,4
47.40,17.01,0.67,0.722,0.426,0.425,-6.82,-6.47,4
47.45,17.31,0.677,0.653,0.421,0.422,-5.92,-6.41,4
47.50,17.22,0.674,0.657,0.396,0.411,-5.92,-6.41,4
47.55,17.3,0.671,0.633,0.373,0.402,-5.89,-6.34,4
47.60,17.14,0.678,0.724,0.345,0.404,-5.89,-6.34,4
47.65,17.42,0.683,0.742,0.326,0.397,-5.41,-6.4,4
47.70,16.92,0.695,0.667,0.291,0.384,-5.41,-6.4,4
47.75,17.03,0.701,0.593,0.304,0.385,-5.41,-6.4,4
47.80,16.73,0.686,0.675,0.265,0.383,-5.6,-6.37,4
47.85,16.95,0.688,0.685,0.27,0.375,-5.7,-6.37,4
47.90,16.32,0.696,0.613,0.244,0.356,-5.7,-6.37,4
47.95,17.18,0.691,0.617,0.261,0.351,-5.8,-6.4,4
48.00,16.85,0.662,0.803,0.234,0.346,-5.8,-6.4,4
48.05,17.4,0.68,0.863,0.235,0.316,-5.33,-6.32,4
48.10,17.35,0.698,0.842,0.218,0.291,-5.33,-6.32,4
48.15,17.73,0.723,0.771,0.203,0.26,-5.26,-6.28,4
48.20,17.39,0.734,0.698,0.172,0.261,-5.26,-6.28,4
48.25,17.79,0.75,0.691,0.155,0.252,-5.26,-6.28,4
48.30,17.47,0.741,0.646,0.118,0.235,-5.63,-6.28,4
48.35,17.64,0.732,0.607,0.13,0.219,-6.31,-6.32,4
48.40,17.6,0.705,0.558,0.173,0.199,-6.31,-6.32,4
48.45,17.58,0.639,0.725,0.35,0.208,-8.23,-6.46,4
48.50,17.38,0.55,0.737,0.377,0.186,-8.23,-6.46,4
48.55,17.38,0.438,0.684,0.338,0.158,-10.06,-6.54,4
48.60,17.34,0.271,0.647,0.275,0.1,-10.06,-6.54,4
48.65,17.6,0.09,0.636,0.185,0.056,-11.93,-6.63,4
48.70,17.36,0.011,0.642,0.113,0.061,-11.93,-6.63,4
48.75,17.38,0.0,0.435,0.055,0.036,-11.93,-6.63,4
48.80,17.23,0.0,0.546,0.088,0.074,-13.72,-6.76,4
48.85,17.53,0.297,0.698,0.061,0.116,-11.67,-6.79,4
48.90,17.42,0.734,0.776,0.094,0.179,-11.67,-6.79,4
48.95,17.48,0.772,0.737,0.078,0.167,-9.81,-6.79,4
49.00,17.33,0.808,0.62,0.063,0.15,-9.81,-6.79,4
49.05,17.59,0.837,0.48,0.058,0.113,-8.66,-6.82,4
49.10,17.39,0.833,0.669,0.068,0.134,-8.66,-6.82,4
49.15,17.39,0.829,0.648,0.113,0.139,-7.29,-6.98,4
49.20,17.39,0.844,0.565,0.175,0.169,-7.29,-6.98,4
49.25,17.42,0.835,0.547,0.17,0.177,-7.29,-6.98,4
49.30,17.42,0.827,0.669,0.165,0.191,-7.08,-7.01,4
49.35,17.37,0.822,0.7,0.164,0.195,-7.17,-7.04,4
49.40,17.31,0.829,0.687,0.138,0.178,-7.17,-7.04,4
49.45,17.35,0.825,0.62,0.121,0.152,-7.16,-7.06,4
49.50,17.35,0.808,0.803,0.116,0.211,-7.16,-7.06,4
49.55,17.41,0.766,0.866,0.086,0.214,-6.5,-6.96,4
49.60,17.4,0.674,0.86,0.08,0.202,-6.5,-6.96,4
49.65,17.49,0.636,0.788,0.042,0.22,-6.72,-6.95,4
49.70,17.42,0.568,0.648,0.001,0.21,-6.72,-6.95,4
49.75,17.65,0.399,0.733,0.205,0.306,-6.72,-6.95,4
49.80,17.39,0.216,0.752,0.278,0.342,-7.23,-7.09,4
49.85,17.61,0.133,0.69,0.268,0.342,-7.31,-7.18,4
49.90,17.3,0.124,0.644,0.264,0.354,-7.31,-7.18,4
49.95,17.4,0.144,0.672,0.25,0.351,-8.79,-7.19,4
50.00,17.35,0.126,0.635,0.243,0.333,-8.79,-7.19,4
50.05,17.36,0.103,0.714,0.226,0.326,-9.51,-7.2,4
50.10,17.22,0.064,0.703,0.221,0.323,-9.51,-7.2,4
50.15,17.5,0.504,0.792,0.193,0.386,-8.39,-7.24,4
50.20,17.25,0.699,0.842,0.171,0.386,-8.39,-7.24,4
50.25,17.4,0.753,0.835,0.141,0.41,-8.39,-7.24,4
50.30,17.32,0.766,0.808,0.11,0.441,-6.51,-7.01,4
50.35,17.35,0.765,0.711,0.098,0.479,-6.4,-7.13,4
50.40,17.26,0.776,0.708,0.084,0.49,-6.4,-7.13,4
50.45,17.59,0.778,0.643,0.086,0.466,-6.11,-7.23,4
50.50,17.36,0.777,0.683,0.079,0.483,-6.11,-7.23,4
50.55,17.29,0.775,0.625,0.072,0.478,-6.43,-7.33,4
50.60,17.27,0.786,0.749,0.074,0.504,-6.43,-7.33,4
50.65,17.35,0.795,0.762,0.07,0.493,-7.33,-7.33,4
50.70,17.22,0.796,0.729,0.069,0.483,-7.33,-7.33,4
50.75,17.35,0.796,0.688,0.062,0.464,-7.33,-7.33,4
50.80,17.33,0.789,0.723,0.063,0.458,-7.15,-7.38,4
50.85,17.35,0.802,0.712,0.062,0.454,-7.1,-7.47,4
50.90,17.19,0.809,0.713,0.069,0.454,-7.1,-7.47,4
50.95,17.07,0.812,0.733,0.098,0.494,-6.72,-7.49,4
51.00,17.06,0.786,0.822,0.108,0.503,-6.72,-7.49,4
51.05,17.04,0.743,0.869,0.097,0.488,-6.48,-7.54,4
51.10,16.93,0.729,0.862,0.094,0.475,-6.48,-7.54,4
51.15,17.08,0.73,0.81,0.075,0.483,-6.14,-7.56,4
51.20,17.01,0.781,0.728,0.077,0.486,-6.14,-7.56,4
51.25,17.1,0.813,0.691,0.062,0.499,-6.14,-7.56,4
51.30,17.0,0.805,0.657,0.066,0.477,-5.87,-7.51,4
51.35,16.87,0.804,0.736,0.064,0.47,-5.97,-7.43,4
51.40,16.91,0.804,0.698,0.065,0.445,-5.97,-7.43,4
51.45,17.06,0.796,0.826,0.056,0.436,-6.31,-7.28,4
51.50,16.83,0.767,0.869,0.06,0.409,-6.31,-7.28,4
51.55,16.76,0.769,0.834,0.051,0.401,-6.01,-7.08,4
51.60,17.06,0.777,0.763,0.05,0.389,-6.01,-7.08,4
51.65,16.92,0.786,0.725,0.057,0.434,-6.15,-6.97,4
51.70,17.13,0.802,0.695,0.074,0.481,-6.15,-6.97,4
51.75,17.04,0.809,0.572,0.074,0.491,-5.81,-6.78,4
51.80,16.99,0.822,0.559,0.077,0.491,-5.81,-6.78,4
51.85,17.01,0.818,0.697,0.073,0.478,-5.62,-6.68,4
51.90,16.98,0.809,0.752,0.078,0.47,-5.62,-6.68,4
51.95,16.93,0.793,0.709,0.07,0.456,-5.87,-6.65,4
52.00,16.82,0.799,0.711,0.074,0.432,-5.87,-6.65,4
52.05,16.96,0.792,0.69,0.058,0.427,-6.09,-6.66,4
52.10,16.91,0.787,0.702,0.065,0.461,-6.09,-6.66,4
52.15,17.06,0.785,0.724,0.052,0.445,-6.58,-6.68,4
52.20,16.83,0.783,0.711,0.057,0.431,-6.58,-6.68,4
52.25,16.89,0.773,0.703,0.05,0.416,-7.42,-6.72,4
52.30,17.01,0.778,0.781,0.049,0.435,-7.42,-6.72,4
52.35,16.91,0.779,0.807,0.044,0.45,-7.07,-6.64,4
52.40,16.86,0.789,0.712,0.055,0.468,-7.07,-6.64,4
52.45,17.01,0.787,0.71,0.053,0.458,-7.0,-6.64,4
52.50,16.85,0.773,0.694,0.053,0.427,-7.0,-6.64,4
52.55,16.9,0.777,0.719,0.039,0.422,-6.94,-6.74,4
52.60,16.83,0.775,0.604,0.046,0.418,-6.94,-6.74,4
52.65,16.85,0.793,0.635,0.146,0.456,-6.58,-6.7,4
52.70,16.83,0.784,0.664,0.161,0.46,-6.58,-6.7,4
52.75,16.98,0.79,0.759,0.169,0.443,-7.02,-6.61,4
52.80,16.95,0.786,0.759,0.199,0.424,-7.02,-6.61,4
52.85,17.02,0.778,0.759,0.222,0.435,-6.86,-6.59,4
52.90,17.01,0.778,0.704,0.257,0.449,-6.86,-6.59,4
52.95,17.06,0.765,0.843,0.243,0.455,-6.25,-6.46,4
53.00,17.1,0.733,0.873,0.262,0.446,-6.25,-6.46,4
53.05,17.07,0.752,0.848,0.26,0.424,-5.58,-6.28,4
53.10,17.11,0.761,0.793,0.299,0.42,-5.58,-6.28,4
53.15,17.01,0.76,0.742,0.291,0.42,-5.56,-6.27,4
53.20,17.12,0.726,0.702,0.344,0.414,-5.56,-6.27,4
53.25,16.99,0.619,0.701,0.345,0.415,-5.53,-6.44,4
53.30,16.9,0.404,0.75,0.363,0.391,-5.53,-6.44,4
53.35,16.89,0.152,0.735,0.351,0.386,-6.29,-6.45,4
53.40,16.74,0.1,0.677,0.362,0.369,-6.29,-6.45,4
53.45,16.91,0.057,0.711,0.344,0.369,-7.56,-6.45,4
53.50,16.89,0.055,0.746,0.35,0.372,-7.56,-6.45,4
53.55,16.88,0.015,0.729,0.331,0.355,-8.28,-6.47,4
53.60,16.81,0.026,0.841,0.333,0.338,-8.28,-6.47,4
53.65,16.99,0.024,0.902,0.33,0.338,-6.92,-6.39,4
53.70,16.82,0.033,0.888,0.341,0.321,-6.92,-6.39,4
53.75,16.7,0.017,0.728,0.333,0.314,-6.51,-6.37,4
53.80,16.65,0.041,0.667,0.344,0.311,-6.51,-6.37,4
53.85,16.67,0.035,0.703,0.326,0.303,-6.74,-6.41,4
53.90,16.63,0.023,0.667,0.355,0.303,-6.74,-6.41,4
53.95,16.59,0.0,0.596,0.347,0.301,-6.77,-6.48,4
54.00,16.5,0.148,0.73,0.354,0.296,-6.77,-6.48,4
54.05,16.52,0.288,0.762,0.354,0.296,-7.54,-6.52,4
54.10,16.44,0.341,0.723,0.37,0.287,-7.54,-6.52,4
54.15,16.42,0.287,0.669,0.354,0.298,-7.56,-6.54,4
54.20,16.19,0.263,0.644,0.36,0.285,-7.56,-6.54,4
54.25,16.25,0.25,0.665,0.328,0.272,-6.65,-6.52,4
54.30,16.08,0.25,0.55,0.353,0.233,-6.65,-6.52,4
54.35,16.13,0.265,0.559,0.35,0.24,-5.91,-6.47,4
54.40,15.96,0.276,0.493,0.367,0.251,-5.91,-6.47,4
54.45,15.84,0.282,0.533,0.43,0.266,-6.13,-6.49,4
54.50,15.78,0.198,0.461,0.529,0.23,-6.13,-6.49,4
54.55,16.04,0.057,0.375,0.559,0.195,-6.24,-6.58,4
54.60,15.0,0.0,0.378,0.509,0.116,-6.24,-6.58,4
54.65,14.84,0.0,0.576,0.314,0.0,-7.36,-6.68,4
54.70,14.75,0.0,0.493,0.141,0.0,-7.36,-6.68,4
54.75,16.11,0.0,0.058,0.0,0.0,-9.43,-6.87,4
54.80,17.36,0.013,0.03,0.0,0.0,-9.43,-6.87,4
54.85,18.6,0.28,0.695,0.117,0.034,-10.96,-7.03,4
54.90,20.3,0.464,0.857,0.188,0.07,-10.96,-7.03,5
54.95,19.81,0.567,0.882,0.155,0.086,-8.72,-6.92,5
55.00,19.99,0.626,0.834,0.142,0.074,-8.72,-6.92,5
55.05,19.85,0.63,0.758,0.097,0.039,-7.71,-6.89,5
55.10,20.18,0.631,0.717,0.09,0.022,-7.71,-6.89,5
55.15,20.19,0.65,0.697,0.069,0.022,-7.08,-6.93,5
55.20,20.43,0.651,0.653,0.062,0.005,-7.08,-6.93,5
55.25,20.36,0.667,0.629,0.056,0.004,-7.21,-7.0,5
55.30,20.54,0.617,0.757,0.063,0.103,-7.21,-7.0,5
55.35,20.37,0.479,0.806,0.055,0.161,-8.64,-7.09,5
55.40,20.2,0.375,0.796,0.054,0.131,-8.64,-7.09,5
55.45,20.06,0.256,0.786,0.055,0.104,-9.08,-7.11,5
55.50,20.18,0.111,0.736,0.04,0.052,-9.08,-7.11,5
55.55,20.15,0.005,0.76,0.019,0.059,-8.98,-7.16,5
55.60,20.36,0.0,0.704,0.022,0.059,-8.98,-7.16,5
55.65,20.31,0.0,0.767,0.018,0.065,-8.57,-7.24,5
55.70,20.59,0.0,0.715,0.01,0.038,-8.57,-7.24,5
55.75,20.29,0.0,0.819,0.006,0.049,-8.17,-7.23,5
55.80,20.32,0.0,0.788,0.021,0.039,-8.17,-7.23,5
55.85,20.04,0.0,0.799,0.017,0.033,-8.41,-7.3,5
55.90,20.25,0.0,0.771,0.009,0.029,-8.41,-7.3,5
55.95,20.15,0.0,0.79,0.0,0.048,-8.27,-7.43,5
56.00,20.32,0.0,0.771,0.0,0.043,-8.27,-7.43,5
56.05,20.26,0.0,0.774,0.0,0.045,-8.35,-7.66,5
56.10,20.4,0.0,0.758,0.0,0.046,-8.35,-7.66,5
56.15,20.41,0.0,0.803,0.0,0.056,-9.35,-7.76,5
56.20,20.43,0.0,0.809,0.0,0.057,-9.35,-7.76,5
56.25,20.47,0.0,0.72,0.0,0.047,-9.26,-7.83,5
56.30,20.56,0.0,0.758,0.0,0.062,-9.26,-7.83,5
56.35,20.4,0.219,0.734,0.0,0.066,-9.35,-7.83,5
56.40,20.68,0.607,0.846,0.0,0.068,-9.35,-7.83,5
56.45,20.42,0.701,0.845,0.0,0.057,-6.78,-7.55,5
56.50,20.62,0.771,0.816,0.0,0.078,-6.78,-7.55,5
56.55,20.66,0.799,0.751,0.0,0.081,-6.15,-7.45,5
56.60,20.09,0.808,0.8,0.0,0.103,-6.15,-7.45,5
56.65,20.04,0.809,0.798,0.0,0.117,-5.54,-7.57,5
56.70,20.08,0.824,0.792,0.0,0.114,-5.54,-7.57,5
56.75,20.02,0.816,0.774,0.0,0.118,-5.09,-7.54,5
56.80,20.02,0.822,0.799,0.0,0.108,-5.09,-7.54,5
56.85,20.38,0.813,0.791,0.0,0.112,-5.95,-7.41,5
56.90,20.17,0.813,0.713,0.0,0.098,-5.95,-7.41,5
56.95,20.36,0.82,0.719,0.0,0.11,-5.88,-7.29,5
57.00,20.18,0.817,0.784,0.0,0.113,-5.88,-7.29,5
57.05,20.06,0.752,0.854,0.003,0.1,-5.4,-7.21,5
57.10,20.08,0.751,0.885,0.001,0.092,-5.4,-7.21,5
57.15,20.18,0.797,0.864,0.001,0.108,-4.76,-7.04,5
57.20,20.24,0.813,0.755,0.001,0.108,-4.76,-7.04,5
57.25,20.39,0.817,0.785,0.005,0.107,-4.8,-7.06,5
57.30,20.6,0.821,0.745,0.004,0.105,-4.8,-7.06,5
57.35,20.52,0.829,0.805,0.007,0.106,-4.79,-7.07,5
57.40,20.3,0.826,0.753,0.0,0.107,-4.79,-7.07,5
57.45,20.4,0.837,0.825,0.019,0.113,-4.96,-6.99,5
57.50,20.21,0.829,0.829,0.004,0.115,-4.96,-6.99,5
57.55,20.45,0.833,0.768,0.0,0.11,-5.65,-6.94,5
57.60,20.33,0.831,0.763,0.0,0.117,-5.65,-6.94,5
57.65,20.47,0.814,0.821,0.0,0.111,-5.48,-6.77,5
57.70,20.29,0.745,0.878,0.0,0.098,-5.48,-6.77,5
57.75,20.47,0.755,0.89,0.0,0.098,-4.68,-6.45,5
57.80,20.21,0.788,0.865,0.0,0.138,-4.68,-6.45,5
57.85,20.17,0.806,0.808,0.0,0.124,-4.7,-6.3,5
57.90,20.22,0.8,0.852,0.0,0.122,-4.7,-6.3,5
57.95,20.25,0.819,0.832,0.0,0.112,-4.37,-6.33,5
58.00,20.16,0.819,0.852,0.0,0.125,-4.37,-6.33,5
58.05,20.27,0.821,0.808,0.0,0.119,-4.36,-6.26,5
58.10,20.18,0.822,0.837,0.0,0.125,-4.36,-6.26,5
58.15,19.98,0.815,0.834,0.0,0.123,-4.76,-6.11,5
58.20,19.84,0.823,0.807,0.0,0.134,-4.76,-6.11,5
58.25,20.13,0.823,0.772,0.003,0.122,-4.74,-5.95,5
58.30,19.83,0.818,0.838,0.006,0.118,-4.74,-5.95,5
58.35,20.47,0.698,0.889,0.0,0.094,-4.76,-5.86,5
58.40,20.14,0.44,0.852,0.0,0.069,-4.76,-5.86,5
58.45,20.59,0.247,0.681,0.0,0.041,-5.62,-5.91,5
58.50,20.45,0.08,0.728,0.0,0.11,-5.62,-5.91,5
58.55,20.46,0.044,0.761,0.0,0.105,-7.11,-5.95,5
58.60,20.4,0.066,0.664,0.0,0.089,-7.11,-5.95,5
58.65,20.41,0.084,0.783,0.0,0.152,-8.73,-5.96,5
58.70,20.3,0.383,0.814,0.0,0.185,-8.73,-5.96,5
58.75,20.18,0.669,0.865,0.0,0.182,-9.1,-5.93,5
58.80,20.12,0.728,0.846,0.0,0.17,-9.1,-5.93,5
58.85,20.25,0.759,0.804,0.0,0.161,-7.02,-5.79,5
58.90,19.89,0.803,0.705,0.037,0.313,-7.02,-5.79,5
58.95,20.37,0.81,0.673,0.064,0.406,-6.05,-5.73,5
59.00,19.9,0.821,0.65,0.06,0.402,-6.05,-5.73,5
59.05,20.09,0.813,0.564,0.073,0.383,-5.47,-5.66,5
59.10,19.65,0.824,0.544,0.068,0.371,-5.47,-5.66,5
59.15,20.12,0.81,0.844,0.069,0.364,-5.19,-5.52,5
59.20,19.74,0.793,0.847,0.07,0.342,-5.19,-5.52,5
59.25,19.99,0.81,0.7,0.067,0.353,-5.82,-5.48,5
59.30,19.56,0.829,0.597,0.075,0.347,-5.82,-5.48,5
59.35,20.04,0.823,0.649,0.074,0.335,-5.83,-5.42,5
59.40,19.66,0.834,0.691,0.07,0.32,-5.83,-5.42,5
59.45,19.96,0.825,0.582,0.063,0.296,-5.84,-5.55,5
59.50,19.66,0.835,0.535,0.061,0.29,-5.84,-5.55,5
59.55,19.96,0.818,0.471,0.046,0.273,-6.48,-5.56,5
59.60,19.58,0.821,0.681,0.044,0.28,-6.48,-5.56,5
59.65,19.88,0.825,0.677,0.036,0.289,-6.24,-5.57,5
59.70,19.73,0.827,0.587,0.038,0.274,-6.24,-5.57,5
59.75,19.91,0.827,0.531,0.045,0.283,-6.3,-5.58,5
59.80,19.77,0.812,0.812,0.025,0.263,-6.3,-5.58,5
59.85,19.79,0.775,0.83,0.02,0.229,-5.78,-5.53,5
59.90,19.53,0.806,0.775,0.015,0.234,-5.78,-5.53,5
59.95,19.78,0.826,0.714,0.032,0.216,-5.38,-5.5,5
60.00,19.67,0.828,0.71,0.073,0.311,-5.38,-5.5,5
60.05,19.79,0.833,0.711,0.088,0.337,-5.33,-5.56,5
60.10,19.78,0.825,0.668,0.077,0.336,-5.33,-5.56,5
60.15,20.09,0.835,0.627,0.069,0.318,-5.35,-5.67,5
60.20,19.77,0.81,0.732,0.068,0.296,-5.35,-5.67,5
60.25,20.18,0.812,0.823,0.064,0.279,-5.51,-5.64,5
60.30,19.86,0.82,0.698,0.041,0.262,-5.51,-5.64,5
60.35,20.26,0.826,0.566,0.04,0.256,-5.87,-5.65,5
60.40,19.85,0.833,0.463,0.025,0.249,-5.87,-5.65,5
60.45,20.18,0.837,0.829,0.026,0.24,-5.62,-5.65,5
60.50,19.82,0.813,0.872,0.017,0.205,-5.62,-5.65,5
60.55,20.08,0.812,0.816,0.006,0.161,-4.96,-5.57,5
60.60,19.76,0.824,0.719,0.024,0.195,-4.96,-5.57,5
60.65,20.09,0.831,0.687,0.044,0.306,-5.23,-5.6,5
60.70,19.77,0.827,0.679,0.047,0.327,-5.23,-5.6,5
60.75,20.12,0.831,0.55,0.046,0.328,-5.32,-5.75,5
60.80,19.8,0.826,0.515,0.044,0.321,-5.32,-5.75,5
60.85,20.3,0.811,0.717,0.035,0.309,-5.23,-5.74,5
60.90,19.88,0.797,0.799,0.029,0.285,-5.23,-5.74,5
60.95,20.33,0.813,0.703,0.02,0.265,-6.11,-5.83,5
61.00,19.91,0.823,0.559,0.033,0.249,-6.11,-5.83,5
61.05,20.33,0.826,0.452,0.027,0.239,-6.21,-5.88,5
61.10,20.04,0.832,0.679,0.038,0.235,-6.21,-5.88,5
61.15,20.34,0.827,0.643,0.025,0.222,-6.23,-5.96,5
61.20,19.99,0.828,0.546,0.031,0.227,-6.23,-5.96,5
61.25,20.36,0.813,0.493,0.026,0.21,-6.93,-6.04,5
61.30,20.13,0.804,0.786,0.042,0.217,-6.93,-6.04,5
61.35,20.52,0.633,0.802,0.029,0.191,-7.16,-6.15,5
61.40,19.65,0.115,0.609,0.015,0.113,-7.16,-6.15,5
61.45,20.38,0.013,0.567,0.006,0.144,-8.48,-6.19,5
61.50,19.99,0.017,0.773,0.014,0.228,-8.48,-6.19,5
61.55,20.65,0.018,0.792,0.012,0.221,-9.34,-6.15,5
61.60,20.37,0.02,0.648,0.02,0.229,-9.34,-6.15,5
61.65,21.0,0.031,0.729,0.006,0.227,-10.31,-6.14,5
61.70,20.48,0.06,0.639,0.005,0.209,-10.31,-6.14,5
61.75,21.52,0.245,0.884,0.024,0.213,-9.04,-6.15,5
61.80,20.88,0.353,0.909,0.022,0.187,-9.04,-6.15,5
61.85,21.15,0.371,0.853,0.009,0.181,-7.09,-6.19,5
61.90,20.9,0.393,0.8,0.0,0.18,-7.09,-6.19,5
61.95,21.23,0.395,0.787,0.0,0.169,-6.69,-6.23,5
62.00,20.81,0.38,0.78,0.0,0.161,-6.69,-6.23,5
62.05,21.2,0.373,0.731,0.003,0.139,-6.78,-6.31,5
62.10,20.85,0.377,0.705,0.008,0.17,-6.78,-6.31,5
62.15,21.16,0.346,0.79,0.022,0.177,-7.61,-6.47,5
62.20,20.65,0.291,0.83,0.028,0.203,-7.61,-6.47,5
62.25,21.04,0.213,0.816,0.029,0.222,-8.19,-6.47,5
62.30,20.56,0.139,0.796,0.02,0.227,-8.19,-6.47,5
62.35,21.05,0.057,0.734,0.028,0.217,-8.72,-6.55,5
62.40,20.38,0.019,0.777,0.023,0.223,-8.72,-6.55,5
62.45,20.98,0.009,0.72,0.031,0.241,-8.63,-6.63,5
62.50,20.45,0.005,0.791,0.022,0.234,-8.63,-6.63,5
62.55,21.03,0.0,0.756,0.024,0.245,-8.92,-6.73,5
62.60,20.48,0.0,0.808,0.035,0.237,-8.92,-6.73,5
62.65,20.85,0.0,0.794,0.034,0.25,-8.8,-6.75,5
62.70,20.45,0.0,0.775,0.025,0.248,-8.8,-6.75,5
62.75,20.88,0.0,0.771,0.021,0.275,-8.89,-6.83,5
62.80,20.35,0.0,0.777,0.016,0.26,-8.89,-6.83,5
62.85,20.81,0.003,0.802,0.013,0.27,-8.63,-6.98,5
62.90,20.46,0.0,0.758,0.01,0.246,-8.63,-6.98,5
62.95,20.84,0.0,0.778,0.002,0.286,-8.44,-7.14,5
63.00,20.53,0.0,0.745,0.007,0.259,-8.44,-7.14,5
63.05,20.8,0.0,0.791,0.002,0.286,-9.1,-7.24,5
63.10,20.58,0.0,0.72,0.003,0.259,-9.1,-7.24,5
63.15,20.79,0.0,0.773,0.005,0.271,-9.0,-7.32,5
63.20,20.54,0.038,0.742,0.0,0.244,-9.0,-7.32,5
63.25,20.86,0.592,0.841,0.0,0.245,-7.97,-7.35,5
63.30,20.44,0.692,0.856,0.0,0.23,-7.97,-7.35,5
63.35,20.84,0.757,0.817,0.0,0.217,-6.25,-7.21,5
63.40,20.45,0.785,0.758,0.004,0.208,-6.25,-7.21,5
63.45,20.72,0.807,0.794,0.004,0.23,-5.69,-7.25,5
63.50,20.54,0.808,0.8,0.017,0.244,-5.69,-7.25,5
63.55,20.55,0.82,0.775,0.029,0.238,-5.15,-7.37,5
63.60,20.49,0.811,0.768,0.036,0.252,-5.15,-7.37,5
63.65,20.7,0.822,0.775,0.044,0.237,-5.22,-7.35,5
63.70,20.54,0.815,0.777,0.039,0.245,-5.22,-7.35,5
63.75,20.74,0.812,0.696,0.038,0.228,-5.9,-7.32,5
63.80,20.45,0.822,0.73,0.044,0.236,-5.9,-7.32,5
63.85,20.55,0.812,0.754,0.042,0.23,-5.93,-7.39,5
63.90,20.54,0.791,0.819,0.056,0.227,-5.93,-7.39,5
63.95,20.65,0.794,0.855,0.055,0.223,-4.83,-7.11,5
64.00,20.41,0.823,0.851,0.057,0.233,-4.83,-7.11,5
64.05,20.6,0.823,0.757,0.059,0.238,-4.83,-7.11,5
64.10,20.51,0.826,0.797,0.064,0.236,-4.92,-7.1,5
64.15,20.68,0.822,0.761,0.064,0.239,-4.91,-7.07,5
64.20,20.5,0.83,0.786,0.073,0.225,-4.91,-7.07,5
64.25,20.64,0.828,0.762,0.071,0.236,-4.96,-7.03,5
64.30,20.62,0.831,0.823,0.081,0.226,-4.96,-7.03,5
64.35,20.68,0.826,0.83,0.069,0.231,-5.76,-6.9,5
64.40,20.58,0.823,0.75,0.075,0.226,-5.76,-6.9,5
64.45,20.61,0.823,0.768,0.067,0.224,-5.62,-6.72,5
64.50,20.46,0.81,0.785,0.068,0.21,-5.62,-6.72,5
64.55,20.51,0.787,0.855,0.07,0.207,-5.11,-6.54,5
64.60,20.55,0.788,0.859,0.112,0.196,-5.11,-6.54,5
64.65,20.45,0.804,0.833,0.158,0.267,-4.6,-6.35,5
64.70,20.36,0.802,0.79,0.211,0.282,-4.6,-6.35,5
64.75,20.44,0.8,0.847,0.25,0.329,-4.49,-6.29,5
64.80,20.39,0.798,0.815,0.279,0.343,-4.49,-6.29,5
64.85,20.38,0.804,0.824,0.281,0.343,-4.17,-6.24,5
64.90,20.17,0.807,0.782,0.314,0.333,-4.17,-6.24,5
64.95,20.3,0.815,0.808,0.357,0.324,-4.25,-6.13,5
65.00,19.89,0.803,0.808,0.38,0.313,-4.25,-6.13,5
65.05,20.28,0.818,0.78,0.388,0.309,-4.41,-5.98,5
65.10,19.94,0.801,0.761,0.406,0.315,-4.41,-5.98,5
65.15,20.31,0.804,0.838,0.424,0.34,-4.55,-5.87,5
65.20,20.28,0.708,0.873,0.46,0.359,-4.55,-5.87,5
65.25,20.33,0.599,0.845,0.523,0.361,-4.82,-5.83,5
65.30,20.27,0.549,0.759,0.568,0.377,-4.82,-5.83,5
65.35,20.21,0.517,0.633,0.576,0.381,-5.72,-5.83,5
65.40,20.18,0.507,0.532,0.603,0.42,-5.72,-5.83,5
65.45,20.33,0.476,0.441,0.605,0.447,-6.78,-5.82,5
65.50,20.32,0.43,0.399,0.599,0.449,-6.78,-5.82,5
65.55,20.38,0.456,0.441,0.609,0.425,-8.27,-5.82,5
65.60,20.21,0.728,0.824,0.57,0.426,-8.27,-5.82,5
65.65,20.38,0.79,0.861,0.544,0.406,-7.0,-5.68,5
65.70,20.16,0.81,0.795,0.487,0.406,-7.0,-5.68,5
65.75,20.4,0.825,0.695,0.491,0.409,-6.36,-5.61,5
65.80,20.08,0.822,0.671,0.535,0.439,-6.36,-5.61,5
65.85,20.2,0.829,0.66,0.592,0.508,-5.6,-5.53,5
65.90,20.01,0.816,0.529,0.589,0.505,-5.6,-5.53,5
65.95,20.19,0.819,0.456,0.587,0.5,-4.95,-5.45,5
66.00,20.07,0.808,0.803,0.561,0.497,-4.95,-5.45,5
66.05,20.22,0.786,0.824,0.508,0.481,-5.43,-5.34,5
66.10,20.14,0.801,0.705,0.479,0.48,-5.43,-5.34,5
66.15,20.17,0.817,0.564,0.455,0.485,-5.55,-5.3,5
66.20,19.91,0.814,0.521,0.433,0.471,-5.55,-5.3,5
